     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,03/14/2020-03/20/2020,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,FF VALUE,FF 7-DAY,FF 30-DAY,                                                                     
R110,FLATBUSH AVE & NOSTRAND AV    ,00012258,00001047,00000540,00000611,00000008,00012420,00009948,00000036,00000081,00000342,00000001,00001330,00000104,00000135,00000000,00000065,00000000,00000000,00000000,00000752,00000000,00000277,00000000,00000295,00000381,00000284,                                                                                                    
R111,23RD STREET & 8TH AVENUE      ,00007571,00000772,00000161,00000440,00000001,00005220,00006440,00000031,00000053,00000157,00000010,00000543,00000111,00000207,00000000,00000116,00000000,00000000,00000000,00000598,00000000,00000082,00000000,00000203,00000179,00000190,                                                                                                    
R112,FORDHAM RD/GRAND CONCOURSE    ,00011325,00000635,00000178,00000255,00000009,00012694,00005521,00000018,00000023,00000334,00000011,00000541,00000110,00000101,00000000,00000068,00000002,00000000,00000000,00001078,00000000,00000389,00000000,00000575,00000633,00000355,                                                                                                    
R113,SEVENTH AVENUE & WEST 53RD    ,00007760,00000452,00000072,00000147,00000015,00005028,00005302,00000023,00000059,00000111,00000039,00000757,00000190,00000177,00000000,00000281,00000000,00000000,00000000,00000218,00000000,00000096,00000000,00000198,00000120,00000115,                                                                                                    
R114,PARSONS BLVD & HILLSIDE AV    ,00005506,00000376,00000119,00000257,00000000,00005504,00004088,00000005,00000019,00000202,00000000,00000341,00000026,00000050,00000000,00000073,00000000,00000000,00000000,00000389,00000000,00000158,00000000,00000127,00000152,00000156,                                                                                                    
R115,169TH STREET & HILLSIDE AVE   ,00006946,00000528,00000124,00000258,00000000,00005085,00005000,00000010,00000036,00000285,00000000,00000260,00000055,00000069,00000000,00000069,00000000,00000000,00000000,00000430,00000000,00000130,00000000,00000165,00000096,00000178,                                                                                                    
R116,50TH STREET & 7TH AVENUE      ,00009855,00000821,00000164,00000300,00000037,00007664,00006927,00000034,00000067,00000220,00000148,00000936,00000252,00000228,00000000,00000275,00000000,00000000,00000000,00000305,00000000,00000099,00000000,00000157,00000192,00000148,                                                                                                    
R117,242ND STREET & BROADWAY       ,00003530,00000212,00000082,00000157,00000000,00004823,00002924,00000011,00000025,00000148,00000000,00000279,00000035,00000042,00000000,00000016,00000000,00000000,00000000,00000142,00000000,00000075,00000000,00000048,00000108,00000095,                                                                                                    
R118,CANAL STREET                  ,00004957,00001103,00000059,00001033,00000003,00002086,00009244,00000015,00000019,00000106,00000003,00000367,00000090,00000130,00000000,00000054,00000000,00000000,00000000,00000212,00000000,00000064,00000000,00000169,00000082,00000415,                                                                                                    
R119,FORDHAM ROAD & JEROME AVE     ,00009734,00000662,00000198,00000222,00000002,00011882,00004675,00000018,00000019,00000399,00000000,00000548,00000054,00000048,00000000,00000037,00000000,00000000,00000000,00001041,00000000,00000283,00000000,00000504,00000619,00000327,                                                                                                    
R120,MORRISON AVE & WESTCHESTER    ,00006932,00000376,00000091,00000138,00000000,00008171,00003069,00000007,00000013,00000281,00000000,00000263,00000020,00000039,00000000,00000019,00000000,00000000,00000000,00000706,00000000,00000152,00000000,00000347,00000307,00000273,                                                                                                    
R121,QUEENSBORO PLAZA              ,00009782,00000343,00000096,00000167,00000009,00007231,00008913,00000030,00000058,00000197,00000040,00001069,00000244,00000232,00000000,00000167,00000000,00000000,00000000,00000398,00000000,00000066,00000000,00000162,00000154,00000141,                                                                                                    
R122,90TH STREET/ELMHURST AVENUE   ,00018776,00001083,00000163,00000412,00000005,00018227,00010362,00000003,00000045,00000506,00000000,00000503,00000077,00000176,00000000,00000109,00000000,00000000,00000000,00001061,00000000,00000231,00000000,00000259,00000161,00000233,                                                                                                    
R123,FRANKLIN AVE/EASTERN PKWY     ,00009077,00000847,00000222,00000287,00000002,00006871,00006928,00000017,00000029,00000282,00000004,00000954,00000068,00000167,00000000,00000102,00000000,00000000,00000000,00000484,00000000,00000195,00000000,00000317,00000254,00000128,                                                                                                    
R124,KINGSTON AVE/EASTERN PKWY     ,00003683,00000438,00000110,00000153,00000000,00002729,00001978,00000008,00000017,00000163,00000003,00000217,00000025,00000049,00000000,00000040,00000000,00000000,00000000,00000243,00000000,00000037,00000000,00000147,00000105,00000076,                                                                                                    
R125,BROAD STREET & WALL STREET    ,00004486,00000230,00000043,00000091,00000001,00002405,00003066,00000021,00000050,00000040,00000002,00000393,00000114,00000082,00000000,00000093,00000000,00000000,00000000,00000147,00000000,00000021,00000000,00000090,00000066,00000086,                                                                                                    
R126,175TH STREET/FT WASHINGTON    ,00010621,00000788,00000167,00000225,00000000,00006902,00006060,00000019,00000062,00000541,00000001,00000592,00000142,00000172,00000000,00000085,00000000,00000000,00000000,00000473,00000000,00000140,00000000,00000259,00000254,00000175,                                                                                                    
R127,JAY ST-METROTECH              ,00018615,00001694,00000454,00000711,00000002,00012735,00014241,00000040,00000096,00000485,00000025,00001339,00000339,00000310,00000000,00000184,00000000,00000000,00000000,00001290,00000000,00000217,00000000,00000651,00000526,00000534,                                                                                                    
R128,SUTPHIN BLVD-HILLSIDE AVE     ,00003992,00000240,00000051,00000105,00000001,00002981,00002430,00000004,00000013,00000145,00000001,00000120,00000026,00000044,00000000,00000039,00000000,00000000,00000000,00000310,00000000,00000072,00000000,00000058,00000051,00000087,                                                                                                    
R129,BERGEN STREET-SMITH STREET    ,00005670,00000474,00000059,00000203,00000000,00003748,00004883,00000004,00000047,00000107,00000003,00000519,00000135,00000147,00000000,00000086,00000000,00000000,00000000,00000399,00000000,00000042,00000000,00000139,00000123,00000172,                                                                                                    
R130,KINGS HIGHWAY-MCDONALD AVE    ,00003354,00000360,00000037,00000180,00000000,00002280,00003071,00000001,00000011,00000091,00000001,00000095,00000044,00000031,00000000,00000010,00000000,00000000,00000000,00000305,00000000,00000075,00000000,00000087,00000035,00000105,                                                                                                    
